start_date,end_date,node_count,relationship_count,number_of_leiden_communities,largest_leiden_community_size,leiden_equal_weight_sentiment,largest_community_size_weighted_sentiment,simple_mean_sentiment,betweenness_weighted_sentiment,degree_weighted_sentiment,pagerank_weighted_sentiment,community_pagerank_weighted_sentiment,similarity_cutoff
2018-08-01,2018-09-26,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2018-09-26,2018-11-08,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2018-11-08,2018-12-19,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2018-12-19,2019-01-30,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-01-30,2019-03-20,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-03-20,2019-05-01,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-05-01,2019-06-19,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-06-19,2019-07-31,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-07-31,2019-09-18,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-09-18,2019-10-30,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-10-30,2019-12-11,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2019-12-11,2020-01-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-01-29,2020-03-03,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-03-03,2020-03-15,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-03-15,2020-03-23,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-03-23,2020-04-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-04-29,2020-06-10,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-06-10,2020-07-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-07-29,2020-09-16,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-09-16,2020-11-05,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-11-05,2020-12-16,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2020-12-16,2021-01-27,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-01-27,2021-03-17,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-03-17,2021-04-28,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-04-28,2021-06-16,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-06-16,2021-07-28,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-07-28,2021-09-22,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-09-22,2021-11-03,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-11-03,2021-12-15,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2021-12-15,2022-01-26,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-01-26,2022-03-16,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-03-16,2022-05-04,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-05-04,2022-06-15,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-06-15,2022-07-27,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-07-27,2022-09-21,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-09-21,2022-11-02,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-11-02,2022-12-14,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2022-12-14,2023-02-01,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-02-01,2023-03-22,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-03-22,2023-05-03,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-05-03,2023-06-14,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-06-14,2023-07-26,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-07-26,2023-09-20,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-09-20,2023-11-01,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-11-01,2023-12-13,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2023-12-13,2024-01-31,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-01-31,2024-03-20,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-03-20,2024-05-01,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-05-01,2024-06-12,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-06-12,2024-07-31,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-07-31,2024-09-18,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-09-18,2024-11-07,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-11-07,2024-12-18,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2024-12-18,2025-01-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-01-29,2025-03-19,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-03-19,2025-05-07,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-05-07,2025-06-18,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-06-18,2025-07-30,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-07-30,2025-09-17,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-09-17,2025-10-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-10-29,2025-12-10,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2025-12-10,2026-01-28,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2026-01-28,2026-03-18,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2026-03-18,2026-04-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2026-04-29,2026-06-17,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2026-06-17,2026-07-29,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
2026-07-29,2026-09-16,93,3744,4,28,0.43607142857142855,0.13978494623655915,0.44086021505376344,0.5413882302220306,0.5140796250033898,0.5031269429363144,0.486818877834863,0.72
